# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs533722308-C	rs533722308-CT	Matrix_ID	Matrix_name
671	0.00121238123557735	0.916314262225846	0.918875828948466	M01268	V$FXR_Q2
672	0.00119993144409409	0.907090795655508	0.909600502452267	M00332	V$WHN_B
673	0.00119108883457161	0.840893880095692	0.843203267083777	M01331	V$ISX_01
674	0.00118422522391318	0.937074123205821	0.939632804466119	M00281	V$RFX1_02
675	0.00118058977460115	0.960385396487372	0.962999667950601	M00766	V$LXR_DR4_Q3
676	0.0011635037659566	0.922231175966537	0.924705207115262	M00068	V$HEN1_01
677	0.00114554403562285	0.946609367179185	0.949109546580799	M01165	V$ELK1_04
678	0.00113138840954367	0.947015260509318	0.949485563410675	M01031	V$HNF4_Q6_01
679	0.00112451946311361	0.908619104952605	0.910974842535015	M01388	V$DLX5_01
680	0.00111894941497562	0.912882084256989	0.915237135823923	M00193	V$NF1_Q6
681	0.00109869495101409	0.928712765361593	0.931065233205865	M01407	V$TGIF2_01
682	0.00109780637311573	0.904988090558616	0.90727860650269	M00777	V$STAT_Q6
683	0.00109046350047676	0.929891710743505	0.932229495618508	M00712	V$MYOGENIN_Q6
684	0.00109036418897602	0.870725931216301	0.872914771347905	M00491	V$MAZR_01
685	0.00107904198236666	0.931752680329281	0.934070578294741	M00272	V$P53_02
686	0.00107258127794313	0.446478675151166	0.447582710611245	M00471	V$TBP_01
687	0.0010699062082472	0.897279894528423	0.899493113558381	M01660	V$GABPALPHA_Q4
688	0.00105627605586793	0.946472751731189	0.948777531772054	M01224	V$P50RELAP65_Q5_01
689	0.00105354731759193	0.914486265138731	0.916707394236724	M01240	V$BEN_01
690	0.00105118179171372	0.786778083947112	0.78868473610417	M01275	V$IPF1_Q6
691	0.00104919786908098	0.0578112377438501	0.057951070868036	M00342	V$OCT1_B
692	0.00104125555037455	0.980505249586458	0.982858909296303	M01002	V$DEAF1_02
693	0.00104102428861903	0.954997502943794	0.957289422673523	M00179	V$CREBP1_Q2
694	0.00103252758715925	0.955530567724783	0.957805027725489	M00249	V$CHOP_01
695	0.00102760560968611	0.951876130252143	0.954131078066563	M00513	V$ATF3_Q6
696	0.00102464695231705	0.86831348331041	0.870364545886046	M01122	V$ZNF219_01
697	0.00101988142193193	0.959868183664	0.962124952139217	M00037	V$NFE2_01
698	0.00101284698852191	0.833186031561608	0.835131427622305	M00933	V$SP1_Q2_01
699	0.000988020618197284	0.908127453513306	0.910195796724872	M01107	V$RUSH1A_02
700	0.000984309037002449	0.953097604203385	0.955260207130331	M00208	V$NFKB_C
701	0.000980903784747408	0.938737089912384	0.940859731263745	M00771	V$ETS_Q4
702	0.0009749752578685	0.939864389155574	0.941976720565594	M00254	V$CAAT_01
703	0.000971580899706434	0.847020502822321	0.848917533967165	M00932	V$SP1_Q4_01
704	-0.000965685547748785	0.437937853627762	0.43696514861763	M01333	V$HDX_01
705	0.000964117281215426	0.913827053881242	0.915857968731102	M01587	V$FPM315_01
706	0.000960958483555183	0.958220195346517	0.960342785774851	M00279	V$MIF1_01
707	0.000954700956141138	0.935443571033932	0.937502199997503	M01160	V$KID3_01
708	0.000939976710956802	0.889894748478728	0.891822901509083	M00940	V$E2F1_Q6_01
709	0.000935616360500609	0.947138973191321	0.949181628540927	M01169	V$IK_Q5
710	0.000927736857090557	0.944851173953681	0.946871715837124	M00492	V$STAT1_02
711	0.000927252240521492	0.936717826428104	0.938719927849448	M00738	V$E2F4DP1_01
712	0.000914847509032923	0.7294549369595	0.730993163748713	M01393	V$MSX2_01
713	0.000898126110381717	0.956616369630571	0.958596710543129	M01241	V$BEN_02
714	0.000891442101669401	0.849077891953618	0.850822517230343	M00931	V$SP1_Q6_01
715	-0.000871623283063783	0.652183494124816	0.650875883093036	M01362	V$CART1_02
716	0.000870382980251713	0.954460799428359	0.956375581882388	M01459	V$PREP1_01
717	0.000865526343207024	0.958660466332639	0.960572931934165	M00339	V$ETS1_B
718	-0.000854111849559941	0.637263919552966	0.636011866359455	M00097	V$PAX6_01
719	0.000849293724400102	0.966984161476797	0.968877017931957	M00701	V$SMAD3_Q6
720	0.000848081892323379	0.95742941647327	0.959300892878105	M00426	V$E2F_Q4
721	0.000831002827216598	0.3404485240861	0.341100580563498	M01413	V$HMX3_02
722	0.000829313476941186	0.936323293762451	0.938112972021435	M00971	V$ETS_Q6
723	0.000812435768315869	0.855720917057102	0.85732321455033	M00196	V$SP1_Q6
724	0.000805033736077779	0.968870339440238	0.970667959927468	M00104	V$CDPCR1_01
725	0.000803988550554097	0.945969419241715	0.947722269052489	M00466	V$HIF1_Q5
726	0.000793968141981741	0.93408568042757	0.93579491836763	M01104	V$MOVOB_01
727	-0.000785861330404518	0.984385728718077	0.98260608098699	M00144	V$PAX5_02
728	0.000781709880443487	0.881852363032304	0.883441085679811	M00800	V$AP2_Q3
729	0.000738040071286016	0.966053804846159	0.967696912499235	M01223	V$P50P50_Q3
730	0.000735258058905487	0.943839501841704	0.945438770081387	M01258	V$GADP_01
731	0.000734075780057419	0.933305544760377	0.93488441892932	M01047	V$AP2ALPHA_03
732	0.000732046878632339	0.970022134578469	0.971658582923118	M00526	V$GCNF_01
733	0.000731893724589774	0.926527910624429	0.928090655980072	M01597	V$ZFP281_01
734	0.000728823252764424	0.918841126501267	0.920384399639415	M00807	V$EGR_Q6
735	0.000727559912183271	0.966900639104047	0.968521814965203	M00084	V$MZF1_02
736	0.000725449679408498	0.958365357601901	0.959967558105358	M00333	V$ZF5_B
737	0.000717104263733635	0.965372600122846	0.966967933909997	M01270	V$PPARG_Q6
738	0.00071497816203743	0.888767124748892	0.890231505412914	M01273	V$SP4_Q5
739	0.000713375563021012	0.968925446123399	0.970518318626033	M00774	V$NFKB_Q6_01
740	0.000702736552008474	0.963863471704109	0.965424372023834	M01208	V$FLI1_Q6
741	0.000696897917554468	0.958737814255202	0.960277503967807	M01078	V$CETS1P54_03
742	0.000695709319869835	0.9154351126944	0.916902750793996	M01045	V$AP2ALPHA_02
743	0.000691776088823051	0.97542087290035	0.976975832872971	M00147	V$HSF2_01
744	0.000679563606344323	0.905606857414708	0.907025017734544	M01219	V$SP1SP3_Q4
745	0.000679299441401104	0.562143816040799	0.563023778364039	M01328	V$ISL2_01
746	-0.000671078040768035	0.977152091219592	0.975643347808037	M00273	V$R_01
747	0.000670296765409233	0.968941017205344	0.970437650300911	M00173	V$AP1_Q2
748	0.00065879650004752	0.413947715435633	0.414576123720241	M00416	V$CART1_01
749	0.000654249138301307	0.958157691193212	0.959602209345516	M00740	V$E2F1DP1RB_01
750	0.000650127611820844	0.972930101032596	0.974387642920263	M01145	V$CMYC_01
751	0.00064752098223262	0.910406972246178	0.911765376116592	M01199	V$RNF96_01
752	0.000640902596023618	0.907534082327133	0.908874348800905	M01303	V$SP1_02
753	0.000634115133709364	0.947109820400781	0.948493709354322	M01113	V$CACD_01
754	0.000614399405913403	0.965242054072123	0.966608555050212	M01256	V$REST_01
755	0.00060582275197907	0.978312099008162	0.979677756021314	M00194	V$NFKB_Q6
756	0.000604740271684787	0.977055259560929	0.978416723402226	M00214	V$SEF1_C
757	0.000601077461278987	0.977863440721227	0.979217772019584	M00773	V$MYB_Q3
758	0.000589449269156357	0.984089797242861	0.985426366936612	M00707	V$TFIIA_Q6
759	0.00058741847464918	0.936059976894541	0.937326930491291	M00695	V$ETF_Q6
760	0.000581499698063273	0.96232347790922	0.963612846379708	M00739	V$E2F4DP2_01
761	0.000579218225244135	0.943270184724994	0.944529062759631	M00720	V$CACBINDINGPROTEIN_Q6
762	0.00057436044879389	0.977947583161322	0.979241787956185	M00776	V$SREBP_Q3
763	0.000571636807496728	0.971619769678268	0.972899498839711	M00655	V$PEA3_Q6
764	0.000569350636800265	0.961866892216709	0.963128705753653	M00341	V$GABP_B
765	0.000567473318913866	0.942787381416063	0.944020085016274	M01588	V$GKLF_02
766	0.000565621420333017	0.943708833423486	0.944938712458246	M00649	V$MAZ_Q6
767	0.000563578361833038	0.97236337115149	0.973626013668763	M00517	V$AP1_01
768	0.000563110181458069	0.933008445927064	0.934218977801062	M01072	V$HIC1_02
769	0.000562360524217653	0.735163888802069	0.736116456593252	M01355	V$ALX3_01
770	0.000558670690942386	0.979495367030124	0.980756187723375	M00767	V$FXR_IR1_Q6
771	0.000558601584828637	0.978447290788708	0.979706606489386	M00495	V$BACH1_01
772	0.0005568799194667	0.904006972150412	0.905166890706815	M00947	V$CP2_02
773	0.000553628283609102	0.972837425850955	0.974078366672787	M00174	V$AP1_Q6
774	0.000546044377392391	0.922962867738938	0.924124051378033	M00915	V$AP2_Q6_01
775	0.000530376613595729	0.985033238095591	0.986236932260564	M00309	V$ACAAT_B
776	0.000526805758464911	0.980817363672272	0.982007831813291	M01411	V$PKNOX2_01
777	0.000524483498706249	0.843183295868741	0.844202196379749	M00192	V$GR_Q6
778	0.000522095525099006	0.944114695818508	0.945250364086652	M01073	V$HIC1_03
779	0.000520191183999416	0.956586979398296	0.957733450898198	M01068	V$UF1H3BETA_Q6
780	0.000517084028266453	0.968573619822033	0.969727519404491	M00058	V$HEN1_02
781	0.000516293781530223	0.936561759234662	0.937675815631153	M00189	V$AP2_Q6
782	0.000512807829665379	0.965024573078886	0.96616473133794	M00644	V$LBP1_Q6
783	0.000503522175647276	0.981282418035088	0.982420779258484	M01245	V$MTERF_01
784	0.000503131086587359	0.973969256071735	0.975098255386781	M00698	V$HEB_Q6
785	0.000498992985131811	0.972197230894295	0.973314902014311	M00736	V$E2F1DP1_01
786	0.000491480750540195	0.877786599000786	0.87878053154602	M01349	V$HB9_01
787	0.00048087703311378	0.983438958202336	0.98452848418955	M00036	V$VJUN_01
788	0.000480837053633529	0.985623770943232	0.986715626593392	M01033	V$HNF4_Q6_03
789	0.000465764794470774	0.959126943321851	0.960156123330622	M00918	V$E2F_Q3_01
790	0.000450444264800864	0.989992633008841	0.991019972433826	M00484	V$NCX_01
791	0.000448271958933768	0.98380191351977	0.984817902692822	M00041	V$CREBP1CJUN_01
792	0.000447438912397385	0.962156431666732	0.963148219703352	M00939	V$E2F1_Q4_01
793	0.000443687822501974	0.925592521220397	0.926538616547729	M00803	V$E2F_Q2
794	0.000427743147967091	0.982057003222209	0.98302472237407	M01032	V$HNF4_Q6_02
795	0.000415915483415932	0.968832199400594	0.969760475813986	M00008	V$SP1_01
796	0.000394263171399255	0.980254460001342	0.98114476307585	M00430	V$E2F1_Q4
797	-0.000383661230210719	0.640235050470111	0.639669708492602	M01230	V$ZNF333_01
798	0.000374009541095854	0.981310816453658	0.982156274329356	M00737	V$E2F1DP2_01
799	0.000373629260783331	0.986034997104441	0.986883661000788	M00913	V$MYB_Q5_01
800	0.000359708667374703	0.985022466463299	0.985838658952516	M01109	V$SZF11_01
801	0.000342257430827432	0.989482612339279	0.990262708034953	M00227	V$VMYB_02
802	0.000327682951480525	0.989324212846096	0.990070957333727	M00172	V$AP1FJ_Q2
803	0.000322030843871352	0.970551451512596	0.971271385617558	M00982	V$KROX_Q6
804	0.000318543214682457	0.991380570495236	0.992107987973125	M00684	V$XPF1_Q6
805	0.000313263937266727	0.953798958264587	0.954487197735327	M01253	V$CNOT3_01
806	0.000311745145046916	0.970088746844645	0.970785345667241	M01593	V$ZFX_01
807	0.000298282385912247	0.976805762943986	0.977476883683436	M01598	V$ZBED6_01
808	-0.000293722567775168	0.987971448459369	0.987303488321083	M00321	V$MUSCLE_INI_B
809	0.000287752290873463	0.975828023585928	0.976474796238748	M00938	V$E2F1_Q3_01
810	0.000286961980899187	0.984714808126617	0.985365677757419	M00427	V$E2F_Q6
811	0.000278973932941679	0.977389650097672	0.978017688997386	M00324	V$MINI20_B
812	0.000271454177138109	0.974665161955226	0.975274563281292	M00470	V$AP2GAMMA_01
813	0.000265096822498566	0.98891059369422	0.989514416894178	M01243	V$MTF1_02
814	0.000264562569517742	0.986722073314248	0.987323345646728	M01657	V$GLI3_Q5_01
815	0.000260892718624815	0.980362539978193	0.980951647826056	M00431	V$E2F1_Q6
816	0.000255965698851474	0.581606188708022	0.581949078430197	M01458	V$UNCX4.1_01
817	0.000251768742821894	0.993465898310749	0.994041996293581	M00039	V$CREB_01
818	0.000244805840288257	0.983909769189604	0.984464541970016	M00446	V$SPZ1_01
819	0.000241513617051409	0.719294486143141	0.719694601116836	M00334	V$DTYPEPA_B
820	0.000235603879884212	0.986564669464108	0.987100024007332	M00516	V$E2F_03
821	0.000234233403524365	0.992199609891118	0.992734889490176	M00188	V$AP1_Q4
822	0.000233714410437495	0.993145331210483	0.993679933540856	M00070	V$TAL1BETAITF2_01
823	0.00022936194492248	0.988867555498698	0.98938993949731	M01231	V$ZNF515_01
824	0.000226567697231451	0.993936687314242	0.994455350817726	M00069	V$YY1_02
825	0.000225105663101264	0.999234068352074	0.999752130545481	M00325	V$NRSE_B
826	0.000218455247121493	0.994038393120916	0.99453853193516	M00977	V$EBF_Q6
827	-0.000218035328367561	0.556870397580298	0.556590893806581	M01321	V$HOXC8_01
828	0.000212678627036113	0.989279577903795	0.989764157277434	M00051	V$NFKAPPAB50_01
829	0.00021180121083374	0.989668970017227	0.990151739696227	M00797	V$HIF1_Q3
830	0.00020703866902172	0.266823610999024	0.266950842583743	M01308	V$SOX4_01
831	0.00019963271394271	0.986174290474003	0.986627710707328	M00255	V$GC_01
832	0.000196912713625265	0.990851884842756	0.991301247155219	M00200	V$CAAT_C
833	0.000194324286434587	0.992363905787858	0.992808036591715	M00025	V$ELK1_02
834	-0.000190938182155265	0.538527316427442	0.538290604171672	M00510	V$LHX3_01
835	0.000186803103493872	0.977063374778461	0.977483729485447	M01001	V$DEAF1_01
836	0.000185482280892495	0.994246035305732	0.994670757277756	M01652	V$P53_04
837	0.00018504422233182	0.98729511396015	0.987715870360922	M00323	V$MINI19_B
838	0.00018070313585635	0.987852353193962	0.98826346861857	M00920	V$E2F_Q6_01
839	0.000177909444022904	0.989049132961469	0.989454381554313	M00428	V$E2F1_Q3
840	0.000174093204285101	0.993137119669923	0.993535312807777	M00743	V$CETS168_Q6
841	0.000173417100714063	0.995685429406281	0.99608309358618	M00975	V$RFX_Q6
842	0.000171334849492758	0.995734074486518	0.996126982091995	M00146	V$HSF1_01
843	0.000163331242376837	0.989632854130997	0.99000510929159	M00919	V$E2F_Q4_01
844	0.000162618857188705	0.996750268762704	0.997123565562501	M01237	V$TRF1_01
845	0.000160443044684227	0.992774765975556	0.993141598249068	M00665	V$SP3_Q3
846	0.000154354910160635	0.995199320079948	0.995553092024207	M00514	V$ATF4_Q2
847	0.000146346024066433	0.989094465651303	0.989427821104249	M00469	V$AP2ALPHA_01
848	-0.000143214346139009	0.630476247851185	0.630268374250909	M01335	V$VSX1_01
849	0.000136990019367722	0.990775123632667	0.99108769429022	M01037	V$GLI_Q2
850	-0.000129068760358434	0.999369966748062	0.999073006314497	M00312	V$BEL1_B
851	0.000118381058632699	0.997455837792451	0.997727763818805	M00691	V$ATF1_Q6
852	0.000117426961280799	0.996223990243172	0.996493391254612	M00651	V$NFMUE1_Q6
853	0.000100750636939315	0.997318307232978	0.997549698868951	M00648	V$MAF_Q6
854	0.000100061976847185	0.997032100856201	0.99726184473051	M00054	V$NFKAPPAB_01
855	9.85779008912024e-05	0.99729831774724	0.997524714206888	M01167	V$SAP1A_01
856	9.76866664178062e-05	0.996774771979303	0.99699900360211	M00032	V$CETS1P54_01
857	9.64010643361051e-05	0.997189047478944	0.997410419749129	M01182	V$MIZF_01
858	9.34640126870202e-05	0.997380674666764	0.997595342905559	M01177	V$SREBP2_Q6
859	8.97531004725432e-05	0.999651870444444	0.999858483998815	M00261	V$OLF1_01
860	8.35989459565365e-05	0.997986103134224	0.998178227649326	M00076	V$GATA2_01
861	8.0523702623353e-05	0.998090240001527	0.99827531574227	M00483	V$ATF6_01
862	7.72558138546727e-05	0.99781192953977	0.997989444181836	M00378	V$PAX4_03
863	7.7063812071899e-05	0.997795639395374	0.997972709935085	M00450	V$ZIC3_01
864	7.33166714789057e-05	0.998418570221117	0.998587135350321	M00965	V$DR4_Q2
865	6.99179357661627e-05	0.998423030138196	0.998583781194767	M00481	V$AR_01
866	5.48836861116845e-05	0.998651681178808	0.998777893118181	M00115	V$TAXCREB_02
867	5.29840047609111e-05	0.998579542765601	0.998701377080846	M01298	V$MECP2_01
868	4.85343757344439e-05	0.999398229815896	0.999509923336428	M00035	V$VMAF_01
869	4.57754231602986e-05	0.999270138787453	0.999375469216668	M00497	V$STAT3_02
870	4.34743584663762e-05	0.999604820147677	0.999704889007092	M00531	V$NERF_Q2
871	4.06362410950995e-05	0.998645613963244	0.998739060010217	M01596	V$GLI3_01
872	4.04420445429069e-05	0.999099850304467	0.999192892062313	M00017	V$ATF_01
873	3.75051301455083e-05	0.999134516400231	0.999220804137527	M00139	V$AHR_01
874	3.71323715600558e-05	0.569472300586504	0.569520992803319	M01379	V$HNF1_02
875	3.50558322376299e-05	0.998676889866155	0.998757505356271	M00373	V$PAX4_01
876	3.12589168595621e-05	0.999397156855607	0.999469092369958	M01201	V$AR_04
877	3.10677361059546e-05	0.999228071601934	0.999299555044006	M00449	V$ZIC2_01
878	2.78153096211114e-05	0.999437502392507	0.999501515533354	M00993	V$TAL1_Q6
879	2.76275177359214e-05	0.999282417645456	0.999345988729164	M01036	V$COUPTF_Q6
880	2.53875414627959e-05	0.999536199435287	0.999594631005279	M00239	V$T3R_01
881	2.31502679373198e-05	0.999566346659791	0.999619630425696	M00959	V$ER_Q6_02
882	2.08384945879735e-05	0.999405309944826	0.999453264967654	M01173	V$SREBP1_Q5
883	1.56823037322694e-05	0.999453393226941	0.999489483979468	M01100	V$LRF_Q2
884	1.38989428392857e-05	0.999736199141046	0.999768194709068	M00917	V$CREB_Q4_01
885	1.20711519370509e-05	0.999716858575683	0.999744645946485	M00114	V$TAXCREB_01
886	1.17152714717172e-05	0.999608140289088	0.99963510549166	M00986	V$CHCH_01
887	-9.52929553379772e-06	0.997977152784193	0.997955255395929	M01200	V$CTCF_01
888	6.09435736381661e-06	0.999844739708809	0.999858770404938	M01168	V$SREBP_Q6
889	5.32873823028324e-06	0.999902139063831	0.999914407811571	M01105	V$ZBRK1_01
890	4.24746388361647e-06	0.999930303002919	0.999940082516116	M01374	V$SIX4_01
891	3.52060087807518e-06	0.999942014819465	0.999950120865365	M00262	V$STAF_01
892	1.20673016544495e-06	0.999977332637851	0.999980111177618	M00448	V$ZIC1_01
893	1.04060907756241e-06	0.999986363505401	0.999988759566547	M00177	V$CREB_Q2
894	6.73286747875541e-07	0.999991512193498	0.99999306248157	M00178	V$CREB_Q4
895	1.12736696236849e-07	0.99999897964634	0.999999239231945	M00694	V$E4F1_Q6
896	7.79640343990099e-08	0.999999161112296	0.999999340630985	M00916	V$CREB_Q2_01
897	5.85495198565943e-08	0.99999911982226	0.999999254637402	M00004	V$CMYB_01
898	2.46355630821495e-08	0.999999754434059	0.999999811159527	M00981	V$CREBATF_Q6
899	3.86269777725822e-09	0.999999965248518	0.999999974142708	M00113	V$CREB_02
900	1.8334871958507e-09	0.999980035461544	0.99998003968322	M00647	V$LXR_Q3
901	1.41513995172083e-10	0.999999998313545	0.999999998639393	M00733	V$SMAD4_Q6
902	1.65909165492189e-11	0.999999999873435	0.999999999911637	M00961	V$VDR_Q6
903	-3.03483497000203e-12	0.999999999999479	0.999999999992491	M00191	V$ER_Q6
904	0	1	1	M00253	V$CAP_01
